,Domain,Facility_ID,DateFrom
2557,kardiologie,22243,2014-12-01
2558,kardiologie,22874,2014-01-01
2559,kardiologie,26370,2013-07-01
2560,kardiologie,40238,2006-11-03
2561,kardiologie,42588,2005-01-01
2562,kardiologie,45798,2001-06-01
2563,kardiologie,49108,1996-02-01
2564,kardiologie,49663,1994-02-01
2565,kardiologie,57227,2002-04-24
2566,kardiologie,57240,2002-07-01
2567,kardiologie,57252,2002-01-01
2568,kardiologie,58407,1981-01-01
2569,kardiologie,58475,1976-12-01
2570,Dentální hygienistka,370,2021-09-01
2571,Dentální hygienistka,858,2021-05-06
2572,Dentální hygienistka,17345,2016-02-01
2573,Dentální hygienistka,17663,2016-01-06
2574,Dentální hygienistka,28073,2013-01-01
2575,Fyzioterapeut,248,2021-08-12
2576,Fyzioterapeut,3590,2020-05-05
2577,Fyzioterapeut,3591,2020-05-05
2578,Fyzioterapeut,4416,2020-01-01
2579,Fyzioterapeut,4796,2020-01-22
2580,Fyzioterapeut,4800,2020-01-22
2581,Fyzioterapeut,5002,2019-12-19
2582,Fyzioterapeut,6209,2019-09-01
2583,Fyzioterapeut,8268,2018-11-01
2584,Fyzioterapeut,8461,2018-10-01
2585,Fyzioterapeut,9826,2018-06-01
2586,Fyzioterapeut,10029,2018-04-01
2587,Fyzioterapeut,10030,2018-04-01
2588,Fyzioterapeut,10060,2018-03-23
2589,Fyzioterapeut,12407,2017-05-17
2590,Fyzioterapeut,12408,2017-05-17
2591,Fyzioterapeut,19846,2015-04-01
2592,Fyzioterapeut,20343,2015-04-01
2593,Fyzioterapeut,22164,2014-12-04
2594,Fyzioterapeut,23130,2014-04-05
2595,Fyzioterapeut,25831,2013-09-04
2596,Fyzioterapeut,27823,2013-01-01
2597,Fyzioterapeut,28034,2013-01-01
2598,Fyzioterapeut,28622,2012-10-01
2599,Fyzioterapeut,28684,2012-10-01
2600,Fyzioterapeut,31169,2011-01-05
2601,Fyzioterapeut,31515,2011-01-01
2602,Fyzioterapeut,31867,2011-01-01
2603,Fyzioterapeut,33002,2011-01-01
2604,Fyzioterapeut,33005,2011-01-01
2605,Fyzioterapeut,33097,2011-01-01
2606,Fyzioterapeut,33100,2011-01-01
2607,Fyzioterapeut,33636,2010-09-01
2608,Fyzioterapeut,34817,2010-01-01
2609,Fyzioterapeut,34951,2009-07-01
2610,Fyzioterapeut,38829,2007-02-01
2611,Fyzioterapeut,39104,2007-07-01
2612,Fyzioterapeut,40291,2006-01-02
2613,Fyzioterapeut,41525,2005-01-01
2614,Fyzioterapeut,41794,2005-07-01
2615,Fyzioterapeut,42999,2003-11-01
2616,Fyzioterapeut,51612,1993-04-01
2617,Fyzioterapeut,56343,1993-06-01
2618,Fyzioterapeut,56344,1995-09-01
2619,kardiologie,15277,2013-04-24
2620,kardiologie,25480,2013-11-01
2621,kardiologie,35512,2009-07-01
2622,kardiologie,36536,2008-01-01
2623,kardiologie,39485,2007-01-01
2624,kardiologie,41798,2005-07-01
2625,kardiologie,41803,2005-07-01
2626,kardiologie,48108,1999-01-01
2627,kardiologie,58289,1976-12-01
2628,Dentální hygienistka,1401,2021-03-11
2629,Dentální hygienistka,14510,2016-08-24
2630,Dentální hygienistka,16081,2016-03-01
2631,Dentální hygienistka,19057,2015-09-01
2632,Fyzioterapeut,785,2021-05-22
2633,Fyzioterapeut,1695,2021-01-22
2634,Fyzioterapeut,5343,2019-11-11
2635,Fyzioterapeut,6832,2019-05-01
2636,Fyzioterapeut,14190,2016-01-01
2637,Fyzioterapeut,16076,2016-07-01
2638,Fyzioterapeut,19093,2015-10-22
2639,Fyzioterapeut,19315,2014-12-23
2640,Fyzioterapeut,21153,2015-03-05
2641,Fyzioterapeut,28395,2012-01-01
2642,Fyzioterapeut,31426,2011-06-03
2643,Fyzioterapeut,32441,2011-01-01
2644,Fyzioterapeut,32933,2011-01-01
2645,Fyzioterapeut,34969,2009-07-01
2646,Fyzioterapeut,35514,2009-05-11
2647,Fyzioterapeut,38065,2007-06-05
2648,kardiologie,27376,2013-04-01
2649,kardiologie,32435,2011-01-01
2650,kardiologie,44120,2004-01-01
2651,Dentální hygienistka,49,2021-09-15
2652,Dentální hygienistka,3028,2020-09-01
2653,Dentální hygienistka,6194,2019-08-01
2654,Dentální hygienistka,12463,2017-05-04
2655,Dentální hygienistka,26889,2013-04-01
2656,Dentální hygienistka,27782,2013-04-01
2657,Fyzioterapeut,657,2021-06-01
2658,Fyzioterapeut,1619,2021-03-01
2659,Fyzioterapeut,3990,2020-04-01
2660,Fyzioterapeut,4617,2020-01-31
2661,Fyzioterapeut,10531,2018-01-30
2662,Fyzioterapeut,11301,2017-11-08
2663,Fyzioterapeut,13587,2016-11-30
2664,Fyzioterapeut,13588,2016-11-30
2665,Fyzioterapeut,14643,2016-09-01
2666,Fyzioterapeut,15128,2016-01-01
2667,Fyzioterapeut,16330,2016-05-23
2668,Fyzioterapeut,22682,2014-01-01
2669,Fyzioterapeut,22889,2014-07-01
2670,Fyzioterapeut,22891,2014-07-01
2671,Fyzioterapeut,23288,2014-02-21
2672,Fyzioterapeut,27847,2013-04-01
2673,Fyzioterapeut,34107,2010-01-01
2674,Fyzioterapeut,37468,2008-01-01
2675,Fyzioterapeut,39657,2007-03-15
2676,Fyzioterapeut,41914,2005-07-01
2677,Fyzioterapeut,46561,1998-01-01
2678,Fyzioterapeut,51701,1994-09-01
2679,kardiologie,23064,2014-06-01
2680,kardiologie,36920,2008-09-01
2681,kardiologie,41367,2005-01-01
2682,kardiologie,41906,2005-07-01
2683,kardiologie,46646,2000-10-01
2684,Dentální hygienistka,2939,2020-09-01
2685,Dentální hygienistka,22826,2014-04-01
2686,Fyzioterapeut,560,2021-06-22
2687,Fyzioterapeut,561,2021-06-22
2688,Fyzioterapeut,3157,2020-07-01
2689,Fyzioterapeut,3524,2020-05-19
2690,Fyzioterapeut,12090,2017-07-01
2691,Fyzioterapeut,12554,2017-04-21
2692,Fyzioterapeut,12842,2017-03-01
2693,Fyzioterapeut,13520,2017-01-01
2694,Fyzioterapeut,15390,1996-04-01
2695,Fyzioterapeut,15557,2007-06-01
2696,Fyzioterapeut,16682,2016-03-14
2697,Fyzioterapeut,16690,2016-05-01
2698,Fyzioterapeut,20158,2011-08-01
2699,Fyzioterapeut,20761,2015-07-01
2700,Fyzioterapeut,21034,2015-01-01
2701,Fyzioterapeut,21705,2014-12-29
2702,Fyzioterapeut,23348,2014-03-01
2703,Fyzioterapeut,28903,2012-04-01
2704,Fyzioterapeut,30312,2012-01-01
2705,Fyzioterapeut,30335,2012-04-01
2706,Fyzioterapeut,30337,2012-04-01
2707,Fyzioterapeut,32284,2010-05-01
2708,Fyzioterapeut,32285,2011-01-01
2709,Fyzioterapeut,33420,2010-01-01
2710,Fyzioterapeut,34825,2008-10-01
2711,Fyzioterapeut,35019,2009-09-01
2712,Fyzioterapeut,35306,2009-07-01
2713,Fyzioterapeut,35307,2009-07-01
2714,Fyzioterapeut,35858,2009-03-01
2715,Fyzioterapeut,39100,2007-07-01
2716,Fyzioterapeut,40649,2006-06-01
2717,Fyzioterapeut,52888,2001-06-01
2718,Fyzioterapeut,52890,1993-03-01
2719,Fyzioterapeut,52899,1993-02-01
2720,Fyzioterapeut,52917,1993-01-01
2721,kardiologie,1438,2020-04-01
2722,kardiologie,5366,2019-09-30
2723,kardiologie,25834,2013-07-01
2724,kardiologie,28465,2012-08-01
2725,kardiologie,41240,2006-01-01
2726,kardiologie,52872,1993-08-01
2727,kardiologie,52919,1993-01-01
2728,Dentální hygienistka,30743,2012-01-01
2729,Fyzioterapeut,831,2021-06-01
2730,Fyzioterapeut,2815,2020-09-19
2731,Fyzioterapeut,3569,2020-06-01
2732,Fyzioterapeut,5935,2019-09-01
2733,Fyzioterapeut,5936,2019-09-01
2734,Fyzioterapeut,6188,2019-11-01
2735,Fyzioterapeut,8789,2015-12-15
2736,Fyzioterapeut,15195,2014-11-05
2737,Fyzioterapeut,16345,2016-06-01
2738,Fyzioterapeut,17981,2015-12-01
2739,Fyzioterapeut,18100,2016-01-01
2740,Fyzioterapeut,19094,2015-10-21
2741,Fyzioterapeut,19095,2015-10-21
2742,Fyzioterapeut,19485,2015-10-01
2743,Fyzioterapeut,21220,2015-05-01
2744,Fyzioterapeut,22206,2015-01-01
2745,Fyzioterapeut,25106,2013-09-01
2746,Fyzioterapeut,26465,2013-06-01
2747,Fyzioterapeut,34835,2010-01-01
2748,Fyzioterapeut,36504,2009-02-23
2749,Fyzioterapeut,36509,2009-01-01
2750,Fyzioterapeut,36574,2008-10-01
2751,Fyzioterapeut,39633,2007-01-01
2752,Fyzioterapeut,41499,2005-02-01
2753,Fyzioterapeut,42295,2005-01-01
2754,Fyzioterapeut,44833,2003-07-01
2755,Fyzioterapeut,48551,1995-05-01
2756,Fyzioterapeut,51674,1994-01-01
2757,kardiologie,34834,2010-01-01
2758,kardiologie,35861,2009-01-01
2759,kardiologie,58326,1976-12-01
2760,kardiologie,58329,1976-12-01
2761,sexuologie,20415,2007-10-01
2762,sexuologie,20419,2007-10-01
2763,sexuologie,36363,2009-01-01
2764,sexuologie,36370,2009-01-01
2765,Dentální hygienistka,2713,2020-10-07
2766,Dentální hygienistka,3409,2020-09-01
2767,Dentální hygienistka,5754,2020-01-01
2768,Dentální hygienistka,6038,2019-09-01
2769,Dentální hygienistka,7119,2019-04-01
2770,Dentální hygienistka,9040,2018-09-01
2771,Dentální hygienistka,13019,2017-02-01
2772,Dentální hygienistka,17076,2016-01-01
2773,Dentální hygienistka,17083,2015-05-01
2774,Dentální hygienistka,18165,2014-08-01
2775,Fyzioterapeut,278,2021-09-01
2776,Fyzioterapeut,398,2021-07-14
2777,Fyzioterapeut,559,2021-09-01
2778,Fyzioterapeut,808,2021-09-01
2779,Fyzioterapeut,860,2021-06-01
2780,Fyzioterapeut,1048,2021-09-06
2781,Fyzioterapeut,1107,2021-04-13
2782,Fyzioterapeut,1145,2021-03-17
2783,Fyzioterapeut,1703,2021-01-01
2784,Fyzioterapeut,3225,2020-10-01
2785,Fyzioterapeut,3315,2020-06-24
2786,Fyzioterapeut,3704,2020-04-01
2787,Fyzioterapeut,5088,2019-10-01
2788,Fyzioterapeut,6774,2019-05-01
2789,Fyzioterapeut,7354,2019-01-24
2790,Fyzioterapeut,7368,2019-02-01
2791,Fyzioterapeut,7906,2018-11-28
2792,Fyzioterapeut,7907,2018-11-28
2793,Fyzioterapeut,7908,2018-11-28
2794,Fyzioterapeut,8669,2018-08-30
2795,Fyzioterapeut,8671,2018-08-30
2796,Fyzioterapeut,9568,2018-06-01
2797,Fyzioterapeut,11173,2017-11-20
2798,Fyzioterapeut,11577,2017-09-25
2799,Fyzioterapeut,11762,2017-01-01
2800,Fyzioterapeut,12529,2017-04-01
2801,Fyzioterapeut,13834,2016-11-07
2802,Fyzioterapeut,13925,2017-01-01
2803,Fyzioterapeut,13926,2017-01-01
2804,Fyzioterapeut,16838,2016-03-01
2805,Fyzioterapeut,16841,2016-03-01
2806,Fyzioterapeut,17080,2015-10-14
2807,Fyzioterapeut,17081,2015-10-14
2808,Fyzioterapeut,17229,2016-01-01
2809,Fyzioterapeut,20860,2015-06-26
2810,Fyzioterapeut,21740,2015-01-01
2811,Fyzioterapeut,22017,2015-01-01
2812,Fyzioterapeut,22018,2015-01-01
2813,Fyzioterapeut,22386,2014-07-01
2814,Fyzioterapeut,23592,2014-04-07
2815,Fyzioterapeut,24965,2013-10-11
2816,Fyzioterapeut,25934,2013-08-01
2817,Fyzioterapeut,27282,2013-07-01
2818,Fyzioterapeut,28850,2012-05-01
2819,Fyzioterapeut,31352,2011-01-01
2820,Fyzioterapeut,33997,2010-06-01
2821,Fyzioterapeut,33998,2010-06-01
2822,Fyzioterapeut,34000,2010-06-01
2823,Fyzioterapeut,34004,2010-06-01
2824,Fyzioterapeut,34007,2010-06-01
2825,Fyzioterapeut,35013,2009-01-01
2826,Fyzioterapeut,39236,2007-07-01
2827,Fyzioterapeut,39548,2007-01-12
2828,Fyzioterapeut,40569,2006-02-28
2829,Fyzioterapeut,42696,2004-03-01
2830,Fyzioterapeut,45206,2002-11-01
2831,Fyzioterapeut,46452,1998-05-01
2832,Fyzioterapeut,48715,2004-01-01
2833,Fyzioterapeut,48718,1994-11-01
2834,Fyzioterapeut,49680,1996-07-01
2835,kardiologie,9566,2018-06-01
2836,kardiologie,17758,2016-01-01
2837,kardiologie,22266,2014-12-01
2838,kardiologie,26091,2013-05-01
2839,kardiologie,31292,2011-01-01
2840,kardiologie,31345,2011-01-01
2841,kardiologie,39261,2007-07-01
2842,kardiologie,39291,2007-07-01
2843,kardiologie,39303,2007-07-01
2844,sexuologie,277,2021-09-01
2845,sexuologie,16002,2016-07-01
2846,sexuologie,39248,2007-07-01
2847,soudní lékařství,39243,2007-07-01
2848,Dentální hygienistka,2983,2020-09-01
2849,Dentální hygienistka,8383,2018-10-15
2850,Dentální hygienistka,21473,2015-03-06
2851,Fyzioterapeut,1194,2021-04-01
2852,Fyzioterapeut,1586,2021-02-16
2853,Fyzioterapeut,2944,2000-04-01
2854,Fyzioterapeut,5837,2019-09-01
2855,Fyzioterapeut,8755,2018-09-01
2856,Fyzioterapeut,10687,2018-01-01
2857,Fyzioterapeut,15230,2010-02-01
2858,Fyzioterapeut,20659,2015-04-01
2859,Fyzioterapeut,20661,2015-04-01
2860,Fyzioterapeut,24637,2013-01-01
2861,Fyzioterapeut,26599,2013-01-01
2862,Fyzioterapeut,28676,2012-09-27
2863,Fyzioterapeut,29122,2012-01-01
2864,Fyzioterapeut,29125,2012-01-01
2865,Fyzioterapeut,33738,2010-01-01
2866,Fyzioterapeut,33740,2010-01-01
2867,Fyzioterapeut,33743,2010-01-01
2868,Fyzioterapeut,33745,2010-01-01
2869,Fyzioterapeut,36698,2008-08-01
2870,Fyzioterapeut,36714,2008-08-01
2871,Fyzioterapeut,40211,2006-09-15
2872,Fyzioterapeut,42029,2005-04-01
2873,Fyzioterapeut,42034,2005-01-01
2874,Fyzioterapeut,48218,1996-01-01
2875,Fyzioterapeut,51160,1994-01-01
2876,Fyzioterapeut,54972,1995-01-01
2877,Fyzioterapeut,54975,1996-01-01
2878,Fyzioterapeut,54976,1994-07-01
2879,Fyzioterapeut,54977,1998-10-01
2880,Fyzioterapeut,54994,1993-09-01
2881,Fyzioterapeut,55037,2000-04-01
2882,Fyzioterapeut,57496,2002-03-01
2883,Fyzioterapeut,59772,1993-05-01
2884,kardiologie,1199,2021-04-01
2885,kardiologie,22382,2014-07-01
2886,kardiologie,29150,2012-04-01
2887,sexuologie,59024,1976-12-01
2888,sexuologie,59033,1976-12-01
2889,Dentální hygienistka,9719,2018-05-15
2890,Dentální hygienistka,21706,2015-01-01
2891,Fyzioterapeut,9,2021-10-01
2892,Fyzioterapeut,1741,2021-03-01
2893,Fyzioterapeut,3165,2020-08-01
2894,Fyzioterapeut,7904,2019-01-01
2895,Fyzioterapeut,13449,2017-01-01
2896,Fyzioterapeut,15590,2015-01-01
2897,Fyzioterapeut,15779,2016-01-04
2898,Fyzioterapeut,17063,2016-01-01
2899,Fyzioterapeut,19616,2015-01-01
2900,Fyzioterapeut,20514,2015-01-01
2901,Fyzioterapeut,21024,2015-05-05
2902,Fyzioterapeut,22854,2014-07-01
2903,Fyzioterapeut,25964,2013-01-01
2904,Fyzioterapeut,28974,2012-10-01
2905,Fyzioterapeut,29848,2012-01-01
2906,Fyzioterapeut,31341,2011-01-01
2907,Fyzioterapeut,40202,2006-10-01
2908,Fyzioterapeut,42678,2004-09-01
2909,Fyzioterapeut,47474,1997-01-01
2910,Fyzioterapeut,48879,1994-09-01
2911,Fyzioterapeut,57838,1997-10-01
2912,Fyzioterapeut,58189,1995-07-01
2913,kardiologie,11713,2017-09-01
2914,kardiologie,16311,2016-07-01
2915,kardiologie,17131,2016-03-01
2916,Dentální hygienistka,1156,2021-04-01
2917,Dentální hygienistka,1748,2021-03-15
2918,Dentální hygienistka,2009,2021-01-15
2919,Dentální hygienistka,3455,2020-07-01
2920,Dentální hygienistka,5073,2020-02-01
2921,Dentální hygienistka,7995,2019-01-01
2922,Dentální hygienistka,11892,2017-09-01
2923,Dentální hygienistka,12913,2017-02-19
2924,Dentální hygienistka,13941,2016-10-31
2925,Dentální hygienistka,14663,2016-09-06
2926,Dentální hygienistka,16660,2016-04-01
2927,Dentální hygienistka,18139,2015-11-09
2928,Dentální hygienistka,18143,2015-11-04
2929,Dentální hygienistka,19675,2015-07-01
2930,Dentální hygienistka,22926,2014-07-01
2931,Dentální hygienistka,22951,2014-05-01
2932,Dentální hygienistka,25597,2013-01-01
2933,Dentální hygienistka,28380,2012-06-21
2934,Dentální hygienistka,31526,2011-07-01
2935,Dentální hygienistka,34815,2010-02-01
2936,Dentální hygienistka,36074,2009-01-01
2937,Dentální hygienistka,37845,2008-01-01
2938,Dentální hygienistka,39213,2007-01-01
2939,Dentální hygienistka,43223,2003-10-01
2940,Dentální hygienistka,51635,1993-11-01
2941,Dentální hygienistka,51644,1993-10-01
2942,Dentální hygienistka,51658,1993-04-01
2943,Fyzioterapeut,766,2021-06-01
2944,Fyzioterapeut,3249,2020-09-01
2945,Fyzioterapeut,3250,2020-09-01
2946,Fyzioterapeut,4378,2020-01-01
2947,Fyzioterapeut,7533,2019-02-01
2948,Fyzioterapeut,7897,2018-01-01
2949,Fyzioterapeut,7992,2018-12-10
2950,Fyzioterapeut,8373,2018-10-10
2951,Fyzioterapeut,11263,2017-11-01
2952,Fyzioterapeut,11264,2017-11-01
2953,Fyzioterapeut,12285,2017-01-01
2954,Fyzioterapeut,12287,2017-01-01
2955,Fyzioterapeut,12289,2017-01-01
2956,Fyzioterapeut,12459,2017-05-01
2957,Fyzioterapeut,12460,2017-05-01
2958,Fyzioterapeut,12853,2017-03-01
2959,Fyzioterapeut,13074,2017-01-01
2960,Fyzioterapeut,13869,2016-10-26
2961,Fyzioterapeut,22623,2014-09-01
2962,Fyzioterapeut,27391,2013-03-01
2963,Fyzioterapeut,27395,2013-03-01
2964,Fyzioterapeut,27828,2013-01-01
2965,Fyzioterapeut,28032,2013-01-01
2966,Fyzioterapeut,31129,2011-10-01
2967,Fyzioterapeut,31130,2011-10-01
2968,Fyzioterapeut,33006,2011-01-01
2969,Fyzioterapeut,33028,2011-01-01
2970,Fyzioterapeut,33414,2010-09-30
2971,Fyzioterapeut,33582,2010-04-01
2972,Fyzioterapeut,34909,2010-01-01
2973,Fyzioterapeut,35000,2009-11-03
2974,Fyzioterapeut,41704,2005-07-01
2975,Fyzioterapeut,41735,2005-07-01
2976,Fyzioterapeut,43703,2003-11-01
2977,Fyzioterapeut,48874,2002-01-01
2978,Fyzioterapeut,58127,1995-02-01
2979,kardiologie,3071,2020-08-02
2980,kardiologie,3074,2020-08-02
2981,kardiologie,4388,2020-01-01
2982,kardiologie,11564,2017-10-01
2983,kardiologie,32898,2011-01-01
2984,kardiologie,32899,2011-01-01
2985,kardiologie,36727,2008-10-01
2986,kardiologie,41710,2005-07-01
2987,kardiologie,45629,2002-02-01
2988,sexuologie,25595,2013-09-01
2989,sexuologie,36918,2008-07-01
2990,sexuologie,60981,1976-12-01
2991,sexuologie,60989,1976-12-01
2992,Dentální hygienistka,3179,2020-07-04
2993,Dentální hygienistka,8254,2018-11-01
2994,Dentální hygienistka,10674,2018-01-01
2995,Dentální hygienistka,25928,2013-01-01
2996,Fyzioterapeut,177,2021-05-01
2997,Fyzioterapeut,353,2021-07-13
2998,Fyzioterapeut,10757,2018-01-01
2999,Fyzioterapeut,11467,2017-10-01
3000,Fyzioterapeut,14354,2007-01-01
3001,Fyzioterapeut,18343,2015-09-01
3002,Fyzioterapeut,23668,2014-03-01
3003,Fyzioterapeut,26964,2013-01-01
3004,Fyzioterapeut,28614,2012-09-01
3005,Fyzioterapeut,29348,2012-06-01
3006,Fyzioterapeut,33538,2010-05-22
3007,Fyzioterapeut,36012,2009-01-01
3008,Fyzioterapeut,38204,2007-09-01
3009,Fyzioterapeut,42427,2005-01-01
3010,Fyzioterapeut,42684,2004-03-15
3011,Fyzioterapeut,42686,2004-03-15
3012,Fyzioterapeut,54180,1994-02-01
3013,Fyzioterapeut,54181,1994-02-01
3014,Fyzioterapeut,54184,1994-04-01
3015,Fyzioterapeut,54186,1994-04-01
3016,Fyzioterapeut,54242,1995-08-01
3017,Fyzioterapeut,55715,1993-01-01
3018,Fyzioterapeut,58958,1995-03-01
3019,kardiologie,26940,2013-01-01
3020,kardiologie,38048,2007-10-01
3021,kardiologie,38211,2007-09-01
3022,sexuologie,54210,1993-04-01
3023,Dentální hygienistka,2433,2020-11-30
3024,Dentální hygienistka,6623,2019-05-14
3025,Dentální hygienistka,8286,2018-10-15
3026,Dentální hygienistka,12039,2017-09-01
3027,Dentální hygienistka,12112,2017-08-01
3028,Dentální hygienistka,21384,2015-01-01
3029,Dentální hygienistka,23529,2014-01-01
3030,Dentální hygienistka,31270,2011-10-03
3031,Fyzioterapeut,2871,2020-09-07
3032,Fyzioterapeut,4213,2020-03-01
3033,Fyzioterapeut,12182,2017-06-21
3034,Fyzioterapeut,12183,2017-06-21
3035,Fyzioterapeut,13181,2017-01-16
3036,Fyzioterapeut,20063,2004-09-20
3037,Fyzioterapeut,21304,2015-01-01
3038,Fyzioterapeut,33377,2010-10-01
3039,Fyzioterapeut,35302,2009-10-01
3040,Fyzioterapeut,35303,2009-10-01
3041,Fyzioterapeut,37915,2008-01-01
3042,Fyzioterapeut,37947,2008-01-01
3043,Fyzioterapeut,46147,1999-08-01
3044,Fyzioterapeut,46515,1998-04-01
3045,Fyzioterapeut,47830,1999-01-01
3046,Fyzioterapeut,57751,1997-01-01
3047,Fyzioterapeut,59778,1993-11-01
3048,kardiologie,1524,2021-08-01
3049,kardiologie,13872,2001-09-01
3050,kardiologie,17708,2016-01-01
3051,kardiologie,26198,2013-09-01
3052,kardiologie,31121,2011-10-01
3053,kardiologie,37920,2008-01-01
3054,kardiologie,42657,2004-01-01
3055,kardiologie,50573,1993-11-01
3056,kardiologie,57744,1997-01-01
3057,sexuologie,20422,2007-10-01
3058,soudní lékařství,31933,2011-07-01
3059,Dentální hygienistka,1768,2021-02-01
3060,Dentální hygienistka,9905,2018-04-01
3061,Dentální hygienistka,11043,2018-01-01
3062,Dentální hygienistka,27459,2013-01-01
3063,Dentální hygienistka,34374,2010-01-01
3064,Fyzioterapeut,160,2021-09-01
3065,Fyzioterapeut,905,2021-06-01
3066,Fyzioterapeut,2633,2020-11-01
3067,Fyzioterapeut,2634,2020-11-01
3068,Fyzioterapeut,2712,2020-10-01
3069,Fyzioterapeut,3271,2020-06-01
3070,Fyzioterapeut,3272,2020-06-01
3071,Fyzioterapeut,4993,2020-01-01
3072,Fyzioterapeut,5991,2019-09-01
3073,Fyzioterapeut,6569,2019-10-01
3074,Fyzioterapeut,6890,2019-04-15
3075,Fyzioterapeut,7353,2019-02-15
3076,Fyzioterapeut,8259,2018-11-01
3077,Fyzioterapeut,8260,2018-11-01
3078,Fyzioterapeut,8308,2018-11-01
3079,Fyzioterapeut,9840,2018-07-01
3080,Fyzioterapeut,9841,2018-07-01
3081,Fyzioterapeut,11103,2018-01-01
3082,Fyzioterapeut,12454,2017-04-13
3083,Fyzioterapeut,13554,2017-01-01
3084,Fyzioterapeut,14585,2016-10-01
3085,Fyzioterapeut,15300,2016-08-08
3086,Fyzioterapeut,15301,2016-08-08
3087,Fyzioterapeut,15302,2016-08-08
3088,Fyzioterapeut,16053,2016-07-01
3089,Fyzioterapeut,16054,2016-07-01
3090,Fyzioterapeut,17630,2016-01-01
3091,Fyzioterapeut,17686,2016-02-01
3092,Fyzioterapeut,17688,2016-02-01
3093,Fyzioterapeut,17748,2016-01-01
3094,Fyzioterapeut,20369,2015-05-01
3095,Fyzioterapeut,20698,2015-06-15
3096,Fyzioterapeut,20699,2015-06-15
3097,Fyzioterapeut,21335,2015-04-01
3098,Fyzioterapeut,21742,2015-03-01
3099,Fyzioterapeut,21800,2014-01-01
3100,Fyzioterapeut,22213,2014-12-01
3101,Fyzioterapeut,23088,2014-06-01
3102,Fyzioterapeut,24078,2014-01-01
3103,Fyzioterapeut,24614,2014-01-01
3104,Fyzioterapeut,24621,2013-10-01
3105,Fyzioterapeut,24875,2013-11-01
3106,Fyzioterapeut,25845,2013-12-01
3107,Fyzioterapeut,26277,2013-09-01
3108,Fyzioterapeut,29928,2012-03-15
3109,Fyzioterapeut,30043,2012-01-01
3110,Fyzioterapeut,31361,2011-05-01
3111,Fyzioterapeut,32796,2010-12-01
3112,Fyzioterapeut,32820,2011-02-15
3113,Fyzioterapeut,34307,2010-02-01
3114,Fyzioterapeut,34308,2010-02-01
3115,Fyzioterapeut,37705,2008-01-01
3116,Fyzioterapeut,39664,2007-01-01
3117,Fyzioterapeut,40467,2006-03-01
3118,Fyzioterapeut,40843,2006-03-01
3119,Fyzioterapeut,46713,1997-07-01
3120,Fyzioterapeut,57540,1997-01-01
3121,Fyzioterapeut,57541,1997-01-01
3122,kardiologie,1656,2021-02-01
3123,kardiologie,2548,2020-12-01
3124,kardiologie,9267,2018-07-01
3125,kardiologie,17745,2016-01-01
3126,kardiologie,22221,2015-01-01
3127,kardiologie,29738,2012-01-01
3128,kardiologie,30029,2012-01-01
3129,kardiologie,37700,2008-01-01
3130,kardiologie,45171,2003-03-01
3131,Dentální hygienistka,6433,2019-07-01
3132,Dentální hygienistka,6434,2019-07-01
3133,Dentální hygienistka,8279,2018-10-10
3134,Dentální hygienistka,8906,2018-08-01
3135,Dentální hygienistka,9206,2018-06-27
3136,Dentální hygienistka,9968,2018-04-05
3137,Dentální hygienistka,19430,2015-09-01
3138,Dentální hygienistka,42833,2004-08-01
3139,Fyzioterapeut,479,2021-06-29
3140,Fyzioterapeut,818,2021-05-13
3141,Fyzioterapeut,1797,2021-01-01
3142,Fyzioterapeut,2243,2020-12-21
3143,Fyzioterapeut,2685,2020-11-01
3144,Fyzioterapeut,2807,2020-10-01
3145,Fyzioterapeut,2919,2020-09-02
3146,Fyzioterapeut,8714,2018-07-25
3147,Fyzioterapeut,8715,2018-07-25
3148,Fyzioterapeut,9389,2018-06-06
3149,Fyzioterapeut,9390,2018-06-06
3150,Fyzioterapeut,12912,2017-02-01
3151,Fyzioterapeut,14659,2016-10-01
3152,Fyzioterapeut,15265,2016-01-01
3153,Fyzioterapeut,17707,2015-12-02
3154,Fyzioterapeut,22601,2014-01-01
3155,Fyzioterapeut,31693,2011-01-01
3156,Fyzioterapeut,31839,2011-01-01
3157,Fyzioterapeut,33170,2010-11-30
3158,Fyzioterapeut,35336,2009-09-01
3159,Fyzioterapeut,36132,2009-05-01
3160,Fyzioterapeut,36882,2008-09-03
3161,Fyzioterapeut,37798,2008-01-01
3162,Fyzioterapeut,39503,2007-05-01
3163,Fyzioterapeut,41538,2005-02-01
3164,kardiologie,4903,2020-03-01
3165,kardiologie,17213,2016-03-01
3166,kardiologie,17215,2016-03-01
3167,kardiologie,22219,2014-12-01
3168,kardiologie,22223,2014-12-01
3169,kardiologie,36136,2009-05-01
3170,kardiologie,36529,2008-01-01
3171,kardiologie,39495,2007-05-01
3172,kardiologie,48711,1999-06-01
3173,kardiologie,48712,1995-01-01
3174,kardiologie,53840,1993-01-01
3175,kardiologie,53842,1993-01-01
3176,kardiologie,56205,1993-01-01
3177,kardiologie,57986,1993-02-01
3178,sexuologie,53827,1993-04-01
3179,sexuologie,53829,1993-04-01
3180,Dentální hygienistka,1088,2021-03-25
3181,Dentální hygienistka,5106,2019-12-10
3182,Dentální hygienistka,17726,2014-10-01
3183,Dentální hygienistka,32700,2011-02-01
3184,Dentální hygienistka,36928,2008-08-01
3185,Dentální hygienistka,40916,2006-04-01
